GABRG2,CELF4,SRRM4,SLC1A3,ATP1A3,RBFOX3,GABRA4,NHSL1,GRAMD3,SEZ6L2,SV2A,PON2,SCN3B,DLX6AS1,SYP,ELAVL2,ADAM28,BEX1,DOCK8,FAM153C,PWRN1,KANK1,PTPRC,ADGRG1,APBB1IP,SYNPRAS1,INPP5D,CSF2RA,NRIP3,HEPACAM,FLI1,PTPRS,PLCG2,ARL4C,MEGF10,GSN,COL21A1,C10ORF90,TMEM144,GAD2,ZCCHC24,GRIP2,S100B,CHD7,OLIG1,HEPN1,CECR2,TANC1,UGT8,LINC00639,PROX1,EGF,CALB2,TESPA1,LINC00507,SLC17A7,ZNF536,LINC00508,ANKRD33B,LINC00152,TBR1,NPTX1,LINC00710,SMAD3,KCNIP1,MIR44351HG,ATP1B2,NRGN,SFTA1P,SLC17A6,LINC01500,ELAVL2.1,BTBD11,NRIP3.1,IGF1,GAD2.1,PROX1.1,ADRA1A,KIAA1456,GRIP2.1,SLC30A3,ADCYAP1R1,ADARB2AS1,VWC2,LINC01105,KIAA1211,CUX2,NRN1,DLX1,TYRO3,ART3,KIAA1958,MGLL,GRIK3,CUX2.1,ADARB2AS1.1,LHX6,COBL,FLT3,PROX1.2,TMEM132C,EGFR,CALB1,RASGRF2AS1,TRBC2,RSPO2,MAPK4,NFIX,NR2F2,NR2F2AS1,CMTM8,SEMA3A,CNTNAP3,KIT,KITLG,PRKCQ,KAL1,CALB2.1,TOX2,TRIM36,SLITRK2,SST,PKP2,LINC00472,MAML3,TMEM200C,XYLT1,LINC01102,FIGN,NXPH2,PREX2,ADAMTS17,PROX1AS1,UTRN,ADRA1B,LINC01411,EGF.1,CHD7.1,MYO16,TOX2.1,LAMP5,SPHKAP,UTRN.1,ST6GAL2,NXPH2.1,TRPC3,ADRA1B.1,STARD13,SYNPRAS1.1,CHST15,FAT1,CDH7,CALB2.2,KAL1.1,CPLX3,BCL11B,TMEM132C.1,TGFBR2,CLMP,PAPSS2,VIP,ADCY8,ARHGAP28,CSGALNACT1,TOX3,COL5A2,SLIT3,MPPED1,FAM19A4,CHRNB3,PAX6,PTHLH,SYT10,ARHGAP18,CHRNA2,KIAA1644,TLE2,INHBAAS1,ADAM33,GRPR,LHFP,CD36,C8ORF4,ZNF385DAS2,PKP2.1,TMEM200C.1,BAGE2,PCDH18,ASIC4,SERPINE2,BCHE,CHD7.2,DCN,ZBTB20AS1,FAM46A,EGF.2,VWDE,LINC01411.1,UTRN.2,PAX6.1,WIF1,SOX5,LINC00856,CHRM2,HCRTR2,PTPRZ1,ADAMTS9.AS2,DCN.1,TMEM200C.2,BCL11A,MPPED1.1,PAPSS2.1,PDZRN4,CBLN4,ABCB5,IGSF21,OSBPL3,COL16A1,KIAA1644.1,PRELID2,TGFBR2.1,EPHB6,PTN,SP8,BCHE.1,PBX3,LGI2,TRPC3.1,POU6F2,TOX,SERPINE2.1,NRG1.IT1,NTNG1,TNS3,C8ORF4.1,COL5A2.1,ARHGEF26.AS1,FRMPD1,NTNG1.1,COL5A2.2,LIN7A,PKP2.2,CA2,TOX.1,NDNF,MAF,PLCXD3,ARHGAP31,NPNT,LAMA3,NR2F2.1,LINC01197,ST3GAL1,PRSS12,IL1RAP,SSTR2,VAT1L,NFIA,ITGB5,MAML2,IGSF3,SYNPR.AS1.2,PNOC,CA3,TMEM196,SOX13,RIN2,EGF.3,SEMA5A,LINC01411.2,SOX5.1,COL19A1,CHD7.3,EPHA4,CSGALNACT1.1,HTR2C,VWDE.1,ARHGAP42,PTCHD4,ZBTB20.AS1.1,NKAIN3,IQGAP2,BCL11B.1,PTGFR,SEMA3C,LRRC3B,PLXNA4,NECAB1,NPFFR1,COL12A1,LGI2.1,GPR149,LYPD6B,TBL1X,DCN.2,KIT.1,SAMD5,OPRK1,CHRNA2.1,NPR3,MCTP2,MC4R,BAGE2.1,VWC2L.IT1,ANGPT1,KCNK2,HCRTR2.1,BCAS1,WIF1.1,LINC01435,CXCL12,FAM46A.1,NDNF.1,ADAM33.1,CHRNB3.1,TNS3.1,TSPAN12,CA8,PTGDS,HIF3A,SNCG,EDNRA,MMRN2,PTPRZ1.1,LRRC3B.1,CNTN6,VIP.1,ST8SIA5,FAM19A4.1,PTHLH.1,IGFBP5,SLITRK2.1,BCL11B.2,ID2,SEMA3C.1,KCNK2.1,DPYSL3,ARHGAP42.1,TBL1X.1,DPF3,LHFP.1,CHRNA2.2,TAC3,COL16A1.1,NDNF.2,ZBTB18,POU6F2.1,IQGAP2.1,FAM135B,PPAPDC1A,EPHB6.1,DISC1,SNCG.1,SLIT3.1,WLS,ARHGAP36,SLC7A2,HCRTR2.2,MMRN2.1,MYO1B,STXBP6,SAMD5.1,DCN.3,LAMA3.1,FAM84A,MCTP2.1,WIF1.2,LINC00595,PNOC.1,BCAS1.1,BAGE2.2,TOX3.1,SCN7A,LGI2.2,TSPAN12.1,CA2.1,FAM46A.2,CSGALNACT1.2,MC4R.1,SLC5A8,FAM196A,SCML4,ANGPT1.1,VIP.2,CRH,WIF1.3,STXBP6.1,PLCXD3.1,SLIT3.2,FGFR2,LAMA3.2,FAM196A.1,TSPAN12.2,DOCK1,PCDH9.AS1,HCRTR2.3,SEMA3C.2,DCN.4,PPAPDC1A.1,FAM46A.3,EPHB6.2,HIF3A.1,ATP2B4,SRGAP1,PLXNA4.1,PTCHD4.1,ADAM33.2,HLA.B,TOX3.2,HLA.C,BCL11A.1,ZNF385D.AS2.1,ARHGAP36.1,GREM2,FOXO1,BCAS1.2,BAGE2.3,MC4R.2,PCDH18.1,PLXNA4.2,ADAM33.3,ARHGAP36.2,LINC01435.1,BCAS1.3,UNC5B,BAGE2.4,GREM2.1,MC4R.3,ARHGAP18.1,ANK1,HLA.B.1,HSPB8,B2M,PCDH18.2,RAMP1,SAMD5.2,ASIC4.1,GLIS3,ADCY8.1,ARHGEF28,CSGALNACT1.3,ATP11C,ZBTB20.AS1.2,TPD52L1,GNG4,IQGAP2.2,DCHS2,BCL11A.2,TMEM178A,LINC00923,KMO,TMEM196.1,PLCE1,LHFP.2,ELN,TRIM36.1,PTGDS.1,ARHGAP29,DGCR5,GPR39,MCTP2.2,TAC3.1,CHRM2.1,SCN7A.1,VWC2L.IT1.1,CXCL12.1,LAMA3.3,CDK6,GRIN3A,TBL1X.2,RGS16,SCML4.1,CA8.1,MMRN2.2,ARHGAP18.2,RAB37,RGS8,EDNRA.1,SNCG.2,GAP43,MMRN2.3,SNCG.3,LAMA3.4,NRP2,PCDH18.3,EDNRA.2,SCML4.2,PNOC.2,ADAM28.1,APBB1IP.1,CSF2RA.1,INPP5D.1,PTPRC.1,CX3CR1,CD53,PLCG2.1,IKZF1,FLI1.1,ITGAX,PTN.1,MS4A6E,C1QC,SAMSN1,SYK,MS4A7,LINC00996,MS4A14,FGD2,TYROBP,HEPACAM.1,HEPN1.1,LRP4,PTGDS.2,HIP1R,LINC00511,PLXNB3,APOD,S100B.1,PTPRS.1,MEGF10.1,PCDH9.AS3,OLIG1.1,GPR37L1,BCAS1.4,LRP4.AS1,UGT8.1,LINC00639.1,C10ORF90.1,CARNS1,MOBP,SOX5.2,ST18,CNDP1,FAM107B,CERCAM,FOLH1,CD22,MOG,RNASE1,SPP1,OPALIN,MAG,NHSL1.1,ABCA8,MYRF,LINC00511.1,ERMN,NINJ2,NOTCH2,ATP1A2,MTSS1L,TMCC3,BCAN,TMC6,BRINP1,PRICKLE2,TOX.2,TTTY14,LRP4.AS1.1,ADGRG1.1,TNS3.2,ARHGAP42.2,ADCY8.2,FAM155A.IT1,C1ORF21,GPNMB,LINC00499,MAL,MEGF11,LINC00499.1,COL20A1,APOD.1,DAAM2,PAPLN,RANBP3L,OLIG1.2,PAMR1,COL9A1,SCN3A,GPNMB.1,RORB,STK32A,SLCO1C1,SHISA9,GLI3,LHFPL3.AS1,SLC7A11,EZR,SLC25A18,ALDH1L1,UGT8.2,OLIG2,BCHE.2,BCAS1.5,ETNPPL,EMX2OS,KLRC3,FAM189A2,PRODH,FERMT1,CSPG4,GJA1,LAMA1,YAP1,LINC00639.2,SMOC1,LINC00498,GFRA1,Label
301.2952684,84.36267514,200.8635122,0,21.09066879,119.5137898,329.4161601,0,0,9.038858051,12.05181073,0,120.5181073,0,62.26768879,0,0,100.4317561,0,353.5197815,4.017270245,0,0,0,0,0,0,0,0,0,0,209.9023703,0,0,0,0,0,0,0,0,0,2.008635122,0,0,0,0,0,0,0,0,0,0,0,125.5396951,68.29359416,209.9023703,1.004317561,14.06044586,23.09930391,16.06908098,81.34972246,214.9239581,145.6260464,97.41880344,0,136.5871883,0,9.038858051,126.5440127,56.24178343,185.7987488,0,0,0,0,0,0,0,0,2.008635122,26.11225659,0,0,0,0,0,167.7210327,3.012952684,0,196.846242,86.37131026,0,0,0,167.7210327,0,0,0,0,0,0,0,33.14247952,51.22019562,1.004317561,141.6087761,244.0491674,104.4490264,0,0,0,1.004317561,0,0,56.24178343,0,0,0,0,43.18565513,89.38426295,0,0,0,87.37562782,0,85.3669927,113.4878844,0,0,0,51.22019562,0,1.004317561,0,0,0,0,5.021587806,0,186.8030664,0,1.004317561,6.025905367,0,0,0,146.6303639,0,0,0,1.004317561,0,0,0,0,0,0,0,83.35835758,0,0,0,160.6908098,0,0,478.0551591,45.19429025,1.004317561,0,0,0,0,55.23746587,0,2.008635122,0,6.025905367,0,0,0,0,0,0,0,0,0,67.2892766,0,229.9887215,0,0,0,0,0,0,127.5483303,0,1.004317561,0,0,0,112.4835669,6.025905367,0,2.008635122,1.004317561,0,0,172.7426205,45.19429025,83.35835758,185.7987488,10.04317561,0,2.008635122,48.20724294,0,2.008635122,88.37994539,0,21.09066879,0,0,0,36.1554322,0,0,1.004317561,0,229.9887215,0,0,0,0,0,0,0,0,0,307.3211737,0,0,0,0,0,1.004317561,0,0,0,0,360.5500045,61.26337123,0,0,80.3454049,0,34.14679708,0,0,0,0,0,2.008635122,144.6217288,0,0,0,3.012952684,0,0,72.31086441,0,462.9903957,160.6908098,1.004317561,127.5483303,1.004317561,0,0,0,0,0,0,165.7123976,0,492.115605,986.2398451,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.004317561,0,0,0,0,0,0,0,0,0,0,0,0,9.038858051,0,0,0,0,2.008635122,0,1.004317561,0,0,1.004317561,0,1.004317561,89.38426295,0,44.18997269,165.7123976,1.004317561,0,1.004317561,0,0,0,0,0,0,0,150.6476342,1.004317561,0,169.7296678,0,21.09066879,0,0,478.0551591,0,0,0,0,0,153.6605869,3.012952684,0,0,0,224.9671337,0,0,35.15111464,0,0,0,0,0,0,0,0,0,160.6908098,0,0,0,10.04317561,0,0,0,0,3.012952684,1.004317561,478.0551591,7.030222928,0,0,0,0,43.18565513,0,165.7123976,0,0,0,21.09066879,0,92.39721563,3.012952684,492.115605,0,0,0,0,1.004317561,172.7426205,0,0,8.03454049,0,0,0,0,67.2892766,492.115605,0,0,0,0,0,0,8.03454049,0,55.23746587,0,0,0,0,67.2892766,27.11657415,0,0,0,0,513.2062738,160.6908098,0,0,32.13816196,117.5051547,0,0,172.7426205,12.05181073,0,0,144.6217288,1.004317561,0,0,43.18565513,9.038858051,0,227.9800864,1.004317561,0,0,6.025905367,0,0,0,0,242.0405322,0,0,0,10.04317561,0,0,55.23746587,0,0,0,0,119.5137898,0,0,0,49.2115605,67.2892766,0,10.04317561,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.038858051,10.04317561,0,0,0,0,209.9023703,0,225.9714513,0,1.004317561,0,0,0,0,0,0,13.0561283,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.004317561,0,93.40153319,0,0,0,307.3211737,294.2650454,0,364.5672747,0,0,0,1.004317561,0,517.223544,54.2331483,0,0,0,6.025905367,0,0,0,0,0,0,0,0,0,498.1415104,0,0,0,0,322.3859371,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2.016131065,3.024196597,7.056458726,4996.980844,0,2.016131065,3.024196597,142.1372401,2.016131065,0,2.016131065,12.09678639,0,3.024196597,0,0,1298.388406,0,642.1377441,0,5.040327662,5.040327662,3634.076244,63.50812854,2528.228355,3.024196597,2075.606931,556.4521738,2.016131065,2.016131065,296.3712665,0,453.6294895,0,0,820.5653433,5.040327662,0,147.1775677,0,0,2.016131065,0,607.863516,0,2.016131065,1244.960932,470.7666036,0,0,3.024196597,0,0,2.016131065,0,0,0,0,0,0,0,0,0,182.4598614,38.30649023,0,2.016131065,0,0,0,0,0,2.016131065,2.016131065,0,0,3.024196597,5.040327662,2.016131065,2.016131065,0,0,3.024196597,0,0,3.024196597,0,0,0,2.016131065,0,2.016131065,2.016131065,0,0,3.024196597,0,2.016131065,0,3.024196597,2.016131065,0,0,0,0,0,0,2.016131065,0,28.22583491,2.016131065,2.016131065,0,2.016131065,2.016131065,511.0892249,185.4840579,0,0,0,0,0,0,0,5582.666918,0,2.016131065,0,2.016131065,2.016131065,5.040327662,0,0,1673.388784,0,2.016131065,0,607.863516,2.016131065,0,0,3.024196597,1673.388784,0,2.016131065,0,0,261.0889729,3.024196597,7.056458726,0,0,0,185.4840579,3.024196597,0,2.016131065,38.30649023,2.016131065,0,0,2.016131065,2.016131065,331.6535601,0,0,3.024196597,0,0,0,0,0,0,2.016131065,0,0,0,0,2.016131065,0,2.016131065,0,0,0,0,0,2.016131065,0,0,3.024196597,2.016131065,607.863516,0,0,3.024196597,0,0,2.016131065,1673.388784,0,2.016131065,5.040327662,8.064524259,0,3.024196597,12.09678639,2.016131065,0,0,0,0,0,2.016131065,0,0,493.9521108,0,0,0,0,38.30649023,0,3.024196597,0,2.016131065,0,0,0,8.064524259,7.056458726,3.024196597,0,10.08065532,1260.081915,0,0,0,0,10.08065532,0,3.024196597,0,0,7.056458726,2.016131065,627.0167611,7.056458726,537.2989287,3.024196597,0,0,2.016131065,103.8307498,0,2.016131065,0,0,10.08065532,8.064524259,2817.543163,0,3.024196597,0,0,0,0,359.879395,0,2.016131065,2.016131065,5.040327662,0,607.863516,0,331.6535601,3.024196597,0,0,0,0,12.09678639,25.20163831,0,0,2.016131065,2.016131065,2.016131065,3.024196597,0,2.016131065,0,0,0,0,0,2.016131065,0,0,0,0,0,0,2.016131065,0,0,0,3.024196597,0,2.016131065,2.016131065,0,3.024196597,2.016131065,2.016131065,0,1260.081915,111.8952741,2.016131065,2.016131065,3.024196597,0,0,0,12.09678639,2.016131065,0,0,0,0,0,0,0,0,3.024196597,2.016131065,0,0,0,0,2.016131065,2.016131065,0,0,0,2.016131065,38.30649023,8.064524259,25.20163831,3.024196597,0,0,1167.339886,0,3.024196597,2.016131065,0,0,3.024196597,0,0,13.10485192,0,0,0,0,0,2.016131065,2.016131065,0,0,2.016131065,0,2.016131065,0,111.8952741,0,3.024196597,331.6535601,0,0,5.040327662,2.016131065,0,0,0,2.016131065,13.10485192,7.056458726,3.024196597,2.016131065,0,5.040327662,111.8952741,7.056458726,0,3.024196597,2.016131065,0,0,3.024196597,0,3.024196597,2.016131065,528.2263389,2.016131065,0,2.016131065,5.040327662,0,70.56458726,0,0,0,0,0,0,2.016131065,0,0,2.016131065,2.016131065,0,2.016131065,0,0,2.016131065,0,0,2.016131065,258.0647763,5.040327662,0,0,0,0,0,0,8.064524259,2.016131065,0,331.6535601,7.056458726,0,5.040327662,0,25.20163831,0,0,0,0,0,0,2.016131065,2.016131065,2.016131065,0,2.016131065,5.040327662,0,2.016131065,0,0,0,2.016131065,0,0,0,0,2.016131065,0,0,2.016131065,2.016131065,0,2.016131065,0,0,0,0,0,0,0,0,0,0,0,2.016131065,0,1298.388406,2528.228355,556.4521738,2075.606931,3634.076244,10.08065532,1351.815879,453.6294895,1072.581726,296.3712665,508.0650283,3.024196597,12.09678639,103.8307498,110.8872086,313.5083806,12.09678639,30.24196597,12.09678639,991.9364838,501.0085696,2.016131065,2.016131065,0,2.016131065,2.016131065,2.016131065,0,2.016131065,0,0,0,0,0,0,0,0,0,0,0,0,0,5.040327662,0,0,0,0,0,0,0,0,3216.737114,0,0,142.1372401,0,0,2.016131065,0,0,0,3.024196597,2.016131065,7.056458726,0,0,3.024196597,2.016131065,7.056458726,2.016131065,0,63.50812854,1260.081915,0,2.016131065,0,2.016131065,0,0,0,0,0,2.016131065,2.016131065,2.016131065,0,3.024196597,0,2.016131065,0,3.024196597,0,7.056458726,0,0,3.024196597,2.016131065,0,2.016131065,0,0,0,0,2.016131065,2.016131065,0,2.016131065,0,0,5.040327662,5.040327662,0,2.016131065,2.016131065,3.024196597,2.016131065,0,0,0,0,0
